ID,Region,Country,City,Latitude,Longitude,Activity,Description,Category,Difficulty,Skill_Tier,Tier_Level,Indoor_Outdoor,Popularity,Duration,Price_Range,Frequency,Equipment_Needed
8103,Oceania,Australia,Adelaide,17.9671,-29.4252,vehicle detailing,"Vehicle detailing sessions in Adelaide, Australia, offer creativity, culture, and community learning.",Food,Easy,Tier 1,1,Outdoor,4,Half day,$,Daily,"paintbrush, apron, fabric scraps"
8104,Asia,India,Chennai,40.2609,29.8966,metal crafting,"Experience the joy of metal crafting in Chennai, India, surrounded by supportive mentors and local tradition.",Technology,Easy,Tier 1,1,Outdoor,3,30 min,$,Weekly,"forge, tongs, grinder"
8105,Oceania,Australia,Adelaide,15.3733,144.4889,home repair,"Home repair sessions in Adelaide, Australia, offer creativity, culture, and community learning.",Crafts,Intermediate,Tier 2,2,Indoor,2,1 hour,$$,Seasonal,"wrench, screwdriver, pliers"
8106,Oceania,New Zealand,Christchurch,-11.275,90.6531,personal planning,"Experience the joy of personal planning in Christchurch, New Zealand, surrounded by supportive mentors and local tradition.",Culture,Easy,Tier 1,1,Outdoor,2,1 hour,$$,Seasonal,"paintbrush, apron, fabric scraps"
8107,Asia,China,Guangzhou,33.3644,47.1245,self-care tutorial,"Self-care tutorial sessions in Guangzhou, China, offer creativity, culture, and community learning.",Wellness,Intermediate,Tier 2,2,Outdoor,1,1 hour,$,Seasonal,"wax, sponge, bucket"
8108,Europe,Spain,Barcelona,37.284,11.6904,bead design,"Experience the joy of bead design in Barcelona, Spain, surrounded by supportive mentors and local tradition.",Culture,Advanced,Tier 3,3,Outdoor,3,Half day,$,Monthly,"string, needle, clips"
8109,Asia,Japan,Sapporo,46.2628,-31.4021,site seeing,"In Sapporo, Japan, participants can explore site seeing through hands-on experience ideal for those seeking a intermediate yet rewarding challenge.",Food,Intermediate,Tier 2,2,Outdoor,3,30 min,$,Weekly,"map, water bottle, camera"
8110,Oceania,Australia,Adelaide,-10.0797,-28.3759,jewelry making,"Jewelry making sessions in Adelaide, Australia, offer creativity, culture, and community learning.",Lifestyle,Intermediate,Tier 2,2,Outdoor,3,Half day,$,Weekly,"pliers, wire, beads"
8111,Oceania,New Zealand,Christchurch,41.4559,-81.0883,book club,"Book club sessions in Christchurch, New Zealand, offer creativity, culture, and community learning.",Food,Intermediate,Tier 2,2,Outdoor,5,1 hour,$,Weekly,"notebook, pen, reading glasses"
8112,Europe,Sweden,Malmö,-5.2544,-21.4158,DIY home,"Experience the joy of DIY home in Malmö, Sweden, surrounded by supportive mentors and local tradition.",Lifestyle,Advanced,Tier 3,3,Indoor,4,2 hours,$$,Monthly,"camera, map, backpack"
8113,Americas,USA,Portland,18.0158,-77.307,decluttering,"In Portland, USA, participants can explore decluttering through hands-on experience ideal for those seeking a advanced yet rewarding challenge.",Technology,Advanced,Tier 3,3,Outdoor,5,Half day,$,Monthly,"camera, map, backpack"
8114,Asia,India,Delhi,56.2047,-99.8203,reading,"In Delhi, India, participants can explore reading through hands-on experience ideal for those seeking a intermediate yet rewarding challenge.",Lifestyle,Intermediate,Tier 2,2,Indoor,4,30 min,$,Monthly,"book, lamp, chair"
8115,Europe,UK,Edinburgh,49.4251,55.6608,building photography,"Building photography sessions in Edinburgh, UK, offer creativity, culture, and community learning.",Wellness,Advanced,Tier 3,3,Indoor,2,Half day,$,Weekly,"camera, tripod, lens"
8116,Oceania,Australia,Brisbane,7.951,-25.2434,personal planning,"In Brisbane, Australia, participants can explore personal planning through hands-on experience ideal for those seeking a easy yet rewarding challenge.",Automotive,Easy,Tier 1,1,Indoor,4,Half day,$,Monthly,"paintbrush, apron, fabric scraps"
8117,Asia,Japan,Osaka,56.9598,-111.3219,self-care tutorial,"Self-care tutorial sessions in Osaka, Japan, offer creativity, culture, and community learning.",Automotive,Easy,Tier 1,1,Indoor,2,2 hours,$,Daily,"wax, sponge, bucket"
8118,Asia,India,Delhi,16.3266,-13.8516,arts and crafts,"In Delhi, India, participants can explore arts and crafts through hands-on experience ideal for those seeking a intermediate yet rewarding challenge.",Automotive,Intermediate,Tier 2,2,Outdoor,1,30 min,$$,Daily,"canvas, paint, brush set"
8119,Americas,Brazil,São Paulo,52.8973,27.0532,memory journaling,"Experience the joy of memory journaling in São Paulo, Brazil, surrounded by supportive mentors and local tradition.",Automotive,Intermediate,Tier 2,2,Outdoor,1,1 hour,$,Weekly,"diary, pen, color markers"
8120,Asia,Turkey,Ankara,-35.9441,-49.3082,electronics tinkering,"Experience the joy of electronics tinkering in Ankara, Turkey, surrounded by supportive mentors and local tradition.",Technology,Easy,Tier 1,1,Outdoor,3,2 hours,$$,Seasonal,"breadboard, USB cable, resistors"
8121,Americas,Canada,Toronto,-31.5629,-103.6916,building photography,"In Toronto, Canada, participants can explore building photography through hands-on experience ideal for those seeking a advanced yet rewarding challenge.",Wellness,Advanced,Tier 3,3,Indoor,3,2 hours,$$,Daily,"camera, tripod, lens"
8122,Asia,Japan,Kyoto,-3.4162,3.3758,leather stitching,"Experience the joy of leather stitching in Kyoto, Japan, surrounded by supportive mentors and local tradition.",Wellness,Intermediate,Tier 2,2,Indoor,5,Half day,$$,Monthly,"punch, awl, stitching kit"
8123,Europe,Sweden,Malmö,10.8399,3.6875,urban gardening,"Urban gardening sessions in Malmö, Sweden, offer creativity, culture, and community learning.",Lifestyle,Advanced,Tier 3,3,Indoor,1,2 hours,$,Weekly,"watering can, soil, spade"
8124,Europe,Italy,Venice,-32.4603,71.3288,dancing,"In Venice, Italy, participants can explore dancing through hands-on experience ideal for those seeking a advanced yet rewarding challenge.",Wellness,Advanced,Tier 3,3,Outdoor,2,30 min,$,Monthly,"camera, map, backpack"
8125,Africa,Kenya,Mombasa,-25.2065,-5.4646,vehicle detailing,"Experience the joy of vehicle detailing in Mombasa, Kenya, surrounded by supportive mentors and local tradition.",Technology,Advanced,Tier 3,3,Outdoor,5,Half day,$$$,Daily,"notebook, pen, phone"
8126,Africa,Kenya,Kisumu,-16.4138,-57.5027,painting,"Experience the joy of painting in Kisumu, Kenya, surrounded by supportive mentors and local tradition.",Technology,Intermediate,Tier 2,2,Outdoor,4,Half day,$$,Weekly,"easel, acrylics, palette"
8127,Europe,Spain,Seville,20.7632,-2.9463,knife making,"Knife making sessions in Seville, Spain, offer creativity, culture, and community learning.",Wellness,Advanced,Tier 3,3,Indoor,4,2 hours,$,Weekly,"steel, anvil, hammer"
8128,Europe,Sweden,Gothenburg,16.3893,-106.9589,jewelry making,"In Gothenburg, Sweden, participants can explore jewelry making through hands-on experience ideal for those seeking a advanced yet rewarding challenge.",Technology,Advanced,Tier 3,3,Outdoor,4,30 min,$,Monthly,"pliers, wire, beads"
8129,Europe,UK,London,56.6997,-90.9537,leather stitching,"Leather stitching sessions in London, UK, offer creativity, culture, and community learning.",Technology,Intermediate,Tier 2,2,Indoor,5,30 min,$,Seasonal,"punch, awl, stitching kit"
8130,Americas,Canada,Montreal,56.4655,-35.8853,metal crafting,"Experience the joy of metal crafting in Montreal, Canada, surrounded by supportive mentors and local tradition.",Crafts,Intermediate,Tier 2,2,Indoor,1,2 hours,$$,Weekly,"forge, tongs, grinder"
8131,Europe,Italy,Milan,-9.3127,90.8698,jewelry making,"Jewelry making sessions in Milan, Italy, offer creativity, culture, and community learning.",Lifestyle,Advanced,Tier 3,3,Indoor,2,2 hours,$,Daily,"pliers, wire, beads"
8132,Europe,Germany,Cologne,-5.7761,-86.6094,tech station,"Tech station sessions in Cologne, Germany, offer creativity, culture, and community learning.",Technology,Easy,Tier 1,1,Indoor,4,30 min,$$,Weekly,"soldering iron, circuit board, multimeter"
8133,Americas,Mexico,Mexico City,23.8071,1.1229,personal planning,"Personal planning sessions in Mexico City, Mexico, offer creativity, culture, and community learning.",Automotive,Advanced,Tier 3,3,Outdoor,2,1 hour,$,Weekly,"toolbox, tape measure, gloves"
8134,Americas,Argentina,Buenos Aires,7.6563,42.1458,jewelry making,"In Buenos Aires, Argentina, participants can explore jewelry making through hands-on experience ideal for those seeking a easy yet rewarding challenge.",Culture,Easy,Tier 1,1,Indoor,2,Half day,$$,Daily,"pliers, wire, beads"
8135,Africa,Kenya,Nairobi,11.6411,-85.1943,car maintenance,"Car maintenance sessions in Nairobi, Kenya, offer creativity, culture, and community learning.",Wellness,Advanced,Tier 3,3,Outdoor,1,Half day,$$,Daily,"wax, sponge, bucket"
8136,Europe,Spain,Seville,-19.8047,-106.9334,cupboard clean out,"Cupboard clean out sessions in Seville, Spain, offer creativity, culture, and community learning.",Crafts,Advanced,Tier 3,3,Indoor,2,30 min,$$,Monthly,"bins, labels, towels"
8137,Africa,Kenya,Nairobi,58.6169,-22.6839,scrapbooking,"Experience the joy of scrapbooking in Nairobi, Kenya, surrounded by supportive mentors and local tradition.",Culture,Advanced,Tier 3,3,Indoor,5,1 hour,$$,Daily,"notebook, pen, reading glasses"
8138,Oceania,New Zealand,Wellington,41.3483,-33.3471,self-care tutorial,"Experience the joy of self-care tutorial in Wellington, New Zealand, surrounded by supportive mentors and local tradition.",Crafts,Intermediate,Tier 2,2,Outdoor,1,1 hour,$$,Weekly,"wax, sponge, bucket"
8139,Africa,South Africa,Pretoria,52.4958,78.3675,car maintenance,"Experience the joy of car maintenance in Pretoria, South Africa, surrounded by supportive mentors and local tradition.",Lifestyle,Easy,Tier 1,1,Indoor,1,1 hour,$,Weekly,"wax, sponge, bucket"
8140,Americas,USA,New York,-20.2466,-68.0315,interior organization,"Interior organization sessions in New York, USA, offer creativity, culture, and community learning.",Crafts,Advanced,Tier 3,3,Indoor,1,1 hour,$$,Weekly,"paintbrush, apron, fabric scraps"
8141,Africa,Kenya,Mombasa,-18.1141,-112.7504,leather stitching,"Leather stitching sessions in Mombasa, Kenya, offer creativity, culture, and community learning.",Crafts,Intermediate,Tier 2,2,Indoor,5,30 min,$,Monthly,"punch, awl, stitching kit"
8142,Oceania,New Zealand,Christchurch,-37.1407,95.7641,DIY car,"Diy car sessions in Christchurch, New Zealand, offer creativity, culture, and community learning.",Crafts,Easy,Tier 1,1,Indoor,1,30 min,$$$,Seasonal,"wax, sponge, bucket"
8143,Asia,Japan,Sapporo,-14.9928,-1.9114,car cleaning,"In Sapporo, Japan, participants can explore car cleaning through hands-on experience ideal for those seeking a intermediate yet rewarding challenge.",Food,Intermediate,Tier 2,2,Outdoor,1,1 hour,$$,Daily,"wax, sponge, bucket"
8144,Americas,Canada,Calgary,3.3961,63.1802,interior organization,"In Calgary, Canada, participants can explore interior organization through hands-on experience ideal for those seeking a easy yet rewarding challenge.",Culture,Easy,Tier 1,1,Outdoor,5,2 hours,$,Daily,"notebook, pen, phone"
8145,Oceania,New Zealand,Wellington,-13.1144,-98.3884,bag making,"In Wellington, New Zealand, participants can explore bag making through hands-on experience ideal for those seeking a easy yet rewarding challenge.",Technology,Easy,Tier 1,1,Outdoor,3,Half day,$,Weekly,"needle, thread, fabric"
8146,Americas,USA,Portland,-39.3595,3.0084,site seeing,"Experience the joy of site seeing in Portland, USA, surrounded by supportive mentors and local tradition.",Food,Easy,Tier 1,1,Indoor,3,Half day,$,Daily,"map, water bottle, camera"
8147,Asia,Turkey,Ankara,6.4583,95.6103,pottery,"In Ankara, Turkey, participants can explore pottery through hands-on experience ideal for those seeking a easy yet rewarding challenge.",Wellness,Easy,Tier 1,1,Indoor,2,2 hours,$,Seasonal,"clay, wheel, apron"
8148,Africa,Kenya,Mombasa,7.5625,-23.134,jewelry making,"Jewelry making sessions in Mombasa, Kenya, offer creativity, culture, and community learning.",Lifestyle,Advanced,Tier 3,3,Indoor,3,2 hours,$,Monthly,"pliers, wire, beads"
8149,Americas,Argentina,Buenos Aires,34.608,149.1181,car maintenance,"Experience the joy of car maintenance in Buenos Aires, Argentina, surrounded by supportive mentors and local tradition.",Food,Advanced,Tier 3,3,Indoor,4,Half day,$,Daily,"wax, sponge, bucket"
8150,Americas,Brazil,Rio de Janeiro,-15.8691,-86.9665,jewelry making,"Experience the joy of jewelry making in Rio de Janeiro, Brazil, surrounded by supportive mentors and local tradition.",Food,Advanced,Tier 3,3,Indoor,2,2 hours,$,Monthly,"pliers, wire, beads"
8151,Africa,South Africa,Johannesburg,-22.5897,-49.843,personal planning,"In Johannesburg, South Africa, participants can explore personal planning through hands-on experience ideal for those seeking a advanced yet rewarding challenge.",Technology,Advanced,Tier 3,3,Outdoor,4,Half day,$,Monthly,"toolbox, tape measure, gloves"
8152,Americas,Brazil,Rio de Janeiro,41.8654,147.8272,urban gardening,"Experience the joy of urban gardening in Rio de Janeiro, Brazil, surrounded by supportive mentors and local tradition.",Lifestyle,Easy,Tier 1,1,Indoor,2,Half day,$$,Weekly,"watering can, soil, spade"
8153,Oceania,Australia,Perth,45.6183,2.2774,car cleaning,"In Perth, Australia, participants can explore car cleaning through hands-on experience ideal for those seeking a easy yet rewarding challenge.",Crafts,Easy,Tier 1,1,Outdoor,5,1 hour,$$,Seasonal,"wax, sponge, bucket"
8154,Oceania,Australia,Adelaide,32.7483,-95.5542,goal making/tracking,"Goal making/tracking sessions in Adelaide, Australia, offer creativity, culture, and community learning.",Automotive,Advanced,Tier 3,3,Indoor,5,Half day,$$,Monthly,"planner, sticky notes, markers"
8155,Africa,Kenya,Nairobi,-5.4308,-72.7861,homegrown food,"Experience the joy of homegrown food in Nairobi, Kenya, surrounded by supportive mentors and local tradition.",Crafts,Easy,Tier 1,1,Outdoor,5,Half day,$,Weekly,"gloves, planter, seeds"
8156,Asia,India,Mumbai,53.436,56.5562,DIY home,"Experience the joy of DIY home in Mumbai, India, surrounded by supportive mentors and local tradition.",Food,Easy,Tier 1,1,Indoor,4,Half day,$,Seasonal,"notebook, pen, phone"
8157,Americas,Argentina,Córdoba,22.6613,126.0251,ceramic sculpting,"In Córdoba, Argentina, participants can explore ceramic sculpting through hands-on experience ideal for those seeking a advanced yet rewarding challenge.",Culture,Advanced,Tier 3,3,Indoor,4,2 hours,$$,Monthly,"kiln, ceramic tools, glaze"
8158,Africa,Kenya,Mombasa,52.6394,64.9415,bag making,"Experience the joy of bag making in Mombasa, Kenya, surrounded by supportive mentors and local tradition.",Food,Advanced,Tier 3,3,Outdoor,5,Half day,$$,Monthly,"needle, thread, fabric"
8159,Europe,Spain,Valencia,10.9372,141.7537,homegrown food,"Homegrown food sessions in Valencia, Spain, offer creativity, culture, and community learning.",Lifestyle,Easy,Tier 1,1,Outdoor,4,1 hour,$,Daily,"gloves, planter, seeds"
8160,Africa,South Africa,Pretoria,39.9912,-14.5136,tech station,"Experience the joy of tech station in Pretoria, South Africa, surrounded by supportive mentors and local tradition.",Wellness,Easy,Tier 1,1,Indoor,3,Half day,$,Weekly,"soldering iron, circuit board, multimeter"
8161,Europe,UK,London,14.4158,-64.6754,electronics tinkering,"Electronics tinkering sessions in London, UK, offer creativity, culture, and community learning.",Crafts,Intermediate,Tier 2,2,Indoor,3,Half day,$$,Seasonal,"breadboard, USB cable, resistors"
8162,Asia,China,Guangzhou,9.1815,128.2049,decluttering,"In Guangzhou, China, participants can explore decluttering through hands-on experience ideal for those seeking a advanced yet rewarding challenge.",Food,Advanced,Tier 3,3,Outdoor,5,2 hours,$$,Monthly,"toolbox, tape measure, gloves"
8163,Oceania,Australia,Adelaide,27.8757,6.8365,scrapbooking,"Experience the joy of scrapbooking in Adelaide, Australia, surrounded by supportive mentors and local tradition.",Crafts,Advanced,Tier 3,3,Outdoor,3,1 hour,$,Monthly,"notebook, pen, reading glasses"
8164,Oceania,Australia,Brisbane,24.311,50.3529,car maintenance,"In Brisbane, Australia, participants can explore car maintenance through hands-on experience ideal for those seeking a advanced yet rewarding challenge.",Food,Advanced,Tier 3,3,Indoor,5,1 hour,$$$,Monthly,"wax, sponge, bucket"
8165,Oceania,New Zealand,Auckland,-4.1903,104.2775,car cleaning,"Experience the joy of car cleaning in Auckland, New Zealand, surrounded by supportive mentors and local tradition.",Food,Advanced,Tier 3,3,Indoor,5,2 hours,$$,Monthly,"wax, sponge, bucket"
