activity_title,description,instruction,activity_type,subcategory,duration_minutes,tier,cost,location,min_age,max_age,neurodivergent_friendly,neurodivergent_notes,sensory_tags,social_type,energy_level,outcome_tag,mood_match,time,Category
,,Cool-down (5 mins): Full body recovery stretches.,,,,,,,,,,,,,,,,,
,,BEGINNER ALTERNATIVE (STEP-BY-STEP):,,,,,,,,,,,,,,,,,
,,1. Reduce exercise intensity to 50% effort.,,,,,,,,,,,,,,,,,
,,"2. Perform each movement for 20-30 seconds, taking 30-40 seconds rest between moves.",,,,,,,,,,,,,,,,,
,,"3. Complete 2-3 rounds instead of 4-5, taking full 2-minute rest breaks between rounds.",,,,,,,,,,,,,,,,,
Kettlebell Outdoor Flow - Routine #426,Continuous kinetic chain strength and conditioning circuit. Designed for park bench training using resistance band.,MAIN EXERCISE ROUTINE:,Time-Bound,Weighted & Resistance,30.0,1.0,Free,Park Bench,14.0,75.0,Yes,High-intensity rhythmic movement provides vigorous proprioceptive feedback and heavy work input to regulate the nervous system.,"Proprioceptive, Vestibular, Tactile",Solo / Group,High,"Stamina, Energy, Strength, Focus, Stress Release","Restless, High Energy, Stressed, Lethargic, Seeking Focus",daytime,Movement / Exercise
,,"Warm-up (5 mins): Dynamic hip halos, arm swings, bodyweight squats.",,,,,,,,,,,,,,,,,
,,"Main Workout (20 mins): 5 rounds of Kettlebell Swings (15 reps), Goblet Squats (12 reps), Single-arm Rows (10 reps/side). Rest 60s.",,,,,,,,,,,,,,,,,
,,Cool-down (5 mins): Full spine and hamstring stretches.,,,,,,,,,,,,,,,,,
,,BEGINNER ALTERNATIVE (STEP-BY-STEP):,,,,,,,,,,,,,,,,,
,,1. Reduce exercise intensity to 50% effort.,,,,,,,,,,,,,,,,,
,,"2. Perform each movement for 20-30 seconds, taking 30-40 seconds rest between moves.",,,,,,,,,,,,,,,,,
,,"3. Complete 2-3 rounds instead of 4-5, taking full 2-minute rest breaks between rounds.",,,,,,,,,,,,,,,,,
Resistance Band Park Loop - Routine #427,Anchored resistance loop training for full body tension. Designed for outdoor/indoor training using dumbbells.,MAIN EXERCISE ROUTINE:,Time-Bound,Band Workouts,30.0,1.0,Free,Outdoor/Indoor,14.0,75.0,Yes,High-intensity rhythmic movement provides vigorous proprioceptive feedback and heavy work input to regulate the nervous system.,"Proprioceptive, Vestibular, Tactile",Solo / Group,High,"Stamina, Energy, Strength, Focus, Stress Release","Restless, High Energy, Stressed, Lethargic, Seeking Focus",daytime,Movement / Exercise
,,Setup: Anchor heavy band around sturdy tree or post.,,,,,,,,,,,,,,,,,
,,"Warm-up (5 mins): Banded lateral walks, shoulder dislocations.",,,,,,,,,,,,,,,,,
,,"Main Workout (20 mins): 4 rounds of Banded Chest Presses (15 reps), Banded Rows (15 reps), Banded Woodchoppers (12 reps/side). Rest 45s.",,,,,,,,,,,,,,,,,
,,Cool-down (5 mins): Upper body static stretches.,,,,,,,,,,,,,,,,,
,,BEGINNER ALTERNATIVE (STEP-BY-STEP):,,,,,,,,,,,,,,,,,
,,1. Reduce exercise intensity to 50% effort.,,,,,,,,,,,,,,,,,
,,"2. Perform each movement for 20-30 seconds, taking 30-40 seconds rest between moves.",,,,,,,,,,,,,,,,,
,,"3. Complete 2-3 rounds instead of 4-5, taking full 2-minute rest breaks between rounds.",,,,,,,,,,,,,,,,,
Dynamic Outdoor Flow & Core - Routine #428,Mat-based core stability and full-body mobility flow. Designed for stairwell training using dumbbells.,MAIN EXERCISE ROUTINE:,Time-Bound,Pilates & Mobility,30.0,1.0,Free,Stairwell,14.0,75.0,Yes,High-intensity rhythmic movement provides vigorous proprioceptive feedback and heavy work input to regulate the nervous system.,"Proprioceptive, Vestibular, Tactile",Solo / Group,High,"Stamina, Energy, Strength, Focus, Stress Release","Restless, High Energy, Stressed, Lethargic, Seeking Focus",daytime,Movement / Exercise
,,"Warm-up (5 mins): Cat-Cow stretches, arm circles, hip circles.",,,,,,,,,,,,,,,,,
,,"Main Workout (20 mins): 4 rounds of Pilates Hundred (60s), Plank Shoulder Taps (45s), Bird-Dogs (45s), Swimming (45s). Rest 30s.",,,,,,,,,,,,,,,,,
,,Cool-down (5 mins): Child's Pose and Cobra stretch.,,,,,,,,,,,,,,,,,
,,BEGINNER ALTERNATIVE (STEP-BY-STEP):,,,,,,,,,,,,,,,,,
,,1. Reduce exercise intensity to 50% effort.,,,,,,,,,,,,,,,,,
,,"2. Perform each movement for 20-30 seconds, taking 30-40 seconds rest between moves.",,,,,,,,,,,,,,,,,
,,"3. Complete 2-3 rounds instead of 4-5, taking full 2-minute rest breaks between rounds.",,,,,,,,,,,,,,,,,
Park Bench Bodyweight Circuit - Routine #429,Upper and lower body strength circuit using outdoor benches. Designed for trail/path training using resistance band.,MAIN EXERCISE ROUTINE:,Time-Bound,Calisthenics & Strength,30.0,1.0,Free,Trail/Path,14.0,75.0,Yes,High-intensity rhythmic movement provides vigorous proprioceptive feedback and heavy work input to regulate the nervous system.,"Proprioceptive, Vestibular, Tactile",Solo / Group,High,"Stamina, Energy, Strength, Focus, Stress Release","Restless, High Energy, Stressed, Lethargic, Seeking Focus",daytime,Movement / Exercise
,,"Warm-up (5 mins): Light jog, arm circles, leg swings.",,,,,,,,,,,,,,,,,
,,"Main Circuit (20 mins): 4 rounds of Bench Push-ups (45s), Step-ups (45s), Bench Dips (45s), Incline Mountain Climbers (45s). Rest 15s between moves.",,,,,,,,,,,,,,,,,
,,"Cool-down (5 mins): Quad, chest, and shoulder stretches.",,,,,,,,,,,,,,,,,
,,BEGINNER ALTERNATIVE (STEP-BY-STEP):,,,,,,,,,,,,,,,,,
,,1. Reduce exercise intensity to 50% effort.,,,,,,,,,,,,,,,,,
,,"2. Perform each movement for 20-30 seconds, taking 30-40 seconds rest between moves.",,,,,,,,,,,,,,,,,
,,"3. Complete 2-3 rounds instead of 4-5, taking full 2-minute rest breaks between rounds.",,,,,,,,,,,,,,,,,
Agility Ladder Footwork Drills - Routine #430,Coordination and quick-feet speed protocol. Designed for playground training using weighted pack.,MAIN EXERCISE ROUTINE:,Time-Bound,Sprints & Agility,30.0,1.0,Free,Playground,14.0,75.0,Yes,High-intensity rhythmic movement provides vigorous proprioceptive feedback and heavy work input to regulate the nervous system.,"Proprioceptive, Vestibular, Tactile",Solo / Group,High,"Stamina, Energy, Strength, Focus, Stress Release","Restless, High Energy, Stressed, Lethargic, Seeking Focus",daytime,Movement / Exercise
,,"Warm-up (5 mins): Light bounce, ankle circles, high knee marches.",,,,,,,,,,,,,,,,,
,,"Main Workout (20 mins): Perform 4 sets each of Icky Shuffle, In-Out Hops, Lateral High Knees, Single-leg Hops through agility grid.",,,,,,,,,,,,,,,,,
,,Cool-down (5 mins): Calf and Achilles tendon stretches.,,,,,,,,,,,,,,,,,
,,BEGINNER ALTERNATIVE (STEP-BY-STEP):,,,,,,,,,,,,,,,,,
,,1. Reduce exercise intensity to 50% effort.,,,,,,,,,,,,,,,,,
,,"2. Perform each movement for 20-30 seconds, taking 30-40 seconds rest between moves.",,,,,,,,,,,,,,,,,
,,"3. Complete 2-3 rounds instead of 4-5, taking full 2-minute rest breaks between rounds.",,,,,,,,,,,,,,,,,
Full-Body Tabata Assault - Routine #431,Maximum intensity 20-second work / 10-second rest intervals. Designed for outdoor/indoor training using weighted pack.,MAIN EXERCISE ROUTINE:,Time-Bound,HIIT & Explosive Power,30.0,1.0,Free,Outdoor/Indoor,14.0,75.0,Yes,High-intensity rhythmic movement provides vigorous proprioceptive feedback and heavy work input to regulate the nervous system.,"Proprioceptive, Vestibular, Tactile",Solo / Group,High,"Stamina, Energy, Strength, Focus, Stress Release","Restless, High Energy, Stressed, Lethargic, Seeking Focus",daytime,Movement / Exercise
,,Warm-up (5 mins): Dynamic full-body movements and light cardio.,,,,,,,,,,,,,,,,,
,,"Main Workout (20 mins): 4 Tabata blocks (Burpees, Jump Squats, Mountain Climbers, High Knees). Work 20s, rest 10s for 8 rounds per block.",,,,,,,,,,,,,,,,,
,,Cool-down (5 mins): Slow walk and gentle static stretches.,,,,,,,,,,,,,,,,,
,,BEGINNER ALTERNATIVE (STEP-BY-STEP):,,,,,,,,,,,,,,,,,
,,1. Reduce exercise intensity to 50% effort.,,,,,,,,,,,,,,,,,
,,"2. Perform each movement for 20-30 seconds, taking 30-40 seconds rest between moves.",,,,,,,,,,,,,,,,,
,,"3. Complete 2-3 rounds instead of 4-5, taking full 2-minute rest breaks between rounds.",,,,,,,,,,,,,,,,,
Kettlebell Outdoor Flow - Routine #432,Continuous kinetic chain strength and conditioning circuit. Designed for park bench training using weighted pack.,MAIN EXERCISE ROUTINE:,Time-Bound,Weighted & Resistance,30.0,1.0,Free,Park Bench,14.0,75.0,Yes,High-intensity rhythmic movement provides vigorous proprioceptive feedback and heavy work input to regulate the nervous system.,"Proprioceptive, Vestibular, Tactile",Solo / Group,High,"Stamina, Energy, Strength, Focus, Stress Release","Restless, High Energy, Stressed, Lethargic, Seeking Focus",daytime,Movement / Exercise
,,"Warm-up (5 mins): Dynamic hip halos, arm swings, bodyweight squats.",,,,,,,,,,,,,,,,,
,,"Main Workout (20 mins): 5 rounds of Kettlebell Swings (15 reps), Goblet Squats (12 reps), Single-arm Rows (10 reps/side). Rest 60s.",,,,,,,,,,,,,,,,,
,,Cool-down (5 mins): Full spine and hamstring stretches.,,,,,,,,,,,,,,,,,
,,BEGINNER ALTERNATIVE (STEP-BY-STEP):,,,,,,,,,,,,,,,,,
,,1. Reduce exercise intensity to 50% effort.,,,,,,,,,,,,,,,,,
,,"2. Perform each movement for 20-30 seconds, taking 30-40 seconds rest between moves.",,,,,,,,,,,,,,,,,
,,"3. Complete 2-3 rounds instead of 4-5, taking full 2-minute rest breaks between rounds.",,,,,,,,,,,,,,,,,
Resistance Band Park Loop - Routine #433,Anchored resistance loop training for full body tension. Designed for playground training using bodyweight.,MAIN EXERCISE ROUTINE:,Time-Bound,Band Workouts,30.0,1.0,Free,Playground,14.0,75.0,Yes,High-intensity rhythmic movement provides vigorous proprioceptive feedback and heavy work input to regulate the nervous system.,"Proprioceptive, Vestibular, Tactile",Solo / Group,High,"Stamina, Energy, Strength, Focus, Stress Release","Restless, High Energy, Stressed, Lethargic, Seeking Focus",daytime,Movement / Exercise
,,Setup: Anchor heavy band around sturdy tree or post.,,,,,,,,,,,,,,,,,
,,"Warm-up (5 mins): Banded lateral walks, shoulder dislocations.",,,,,,,,,,,,,,,,,
,,"Main Workout (20 mins): 4 rounds of Banded Chest Presses (15 reps), Banded Rows (15 reps), Banded Woodchoppers (12 reps/side). Rest 45s.",,,,,,,,,,,,,,,,,
,,Cool-down (5 mins): Upper body static stretches.,,,,,,,,,,,,,,,,,
,,BEGINNER ALTERNATIVE (STEP-BY-STEP):,,,,,,,,,,,,,,,,,
,,1. Reduce exercise intensity to 50% effort.,,,,,,,,,,,,,,,,,
,,"2. Perform each movement for 20-30 seconds, taking 30-40 seconds rest between moves.",,,,,,,,,,,,,,,,,
,,"3. Complete 2-3 rounds instead of 4-5, taking full 2-minute rest breaks between rounds.",,,,,,,,,,,,,,,,,
Dynamic Outdoor Flow & Core - Routine #434,Mat-based core stability and full-body mobility flow. Designed for playground training using kettlebell.,MAIN EXERCISE ROUTINE:,Time-Bound,Pilates & Mobility,30.0,1.0,Free,Playground,14.0,75.0,Yes,High-intensity rhythmic movement provides vigorous proprioceptive feedback and heavy work input to regulate the nervous system.,"Proprioceptive, Vestibular, Tactile",Solo / Group,High,"Stamina, Energy, Strength, Focus, Stress Release","Restless, High Energy, Stressed, Lethargic, Seeking Focus",daytime,Movement / Exercise
,,"Warm-up (5 mins): Cat-Cow stretches, arm circles, hip circles.",,,,,,,,,,,,,,,,,
,,"Main Workout (20 mins): 4 rounds of Pilates Hundred (60s), Plank Shoulder Taps (45s), Bird-Dogs (45s), Swimming (45s). Rest 30s.",,,,,,,,,,,,,,,,,
,,Cool-down (5 mins): Child's Pose and Cobra stretch.,,,,,,,,,,,,,,,,,
,,BEGINNER ALTERNATIVE (STEP-BY-STEP):,,,,,,,,,,,,,,,,,
,,1. Reduce exercise intensity to 50% effort.,,,,,,,,,,,,,,,,,
,,"2. Perform each movement for 20-30 seconds, taking 30-40 seconds rest between moves.",,,,,,,,,,,,,,,,,
,,"3. Complete 2-3 rounds instead of 4-5, taking full 2-minute rest breaks between rounds.",,,,,,,,,,,,,,,,,
Bodyweight Core & Squat Pyramid - Routine #435,Progressive bodyweight volume pyramid targeting legs and core. Designed for stairwell training using dumbbells.,MAIN EXERCISE ROUTINE:,Time-Bound,Calisthenics & Strength,30.0,1.0,Free,Stairwell,14.0,75.0,Yes,High-intensity rhythmic movement provides vigorous proprioceptive feedback and heavy work input to regulate the nervous system.,"Proprioceptive, Vestibular, Tactile",Solo / Group,High,"Stamina, Energy, Strength, Focus, Stress Release","Restless, High Energy, Stressed, Lethargic, Seeking Focus",daytime,Movement / Exercise
,,"Warm-up (5 mins): Jumping jacks, hip openers, bodyweight squats.",,,,,,,,,,,,,,,,,
,,"Main Circuit (20 mins): Perform 10-9-8-7-6-5-4-3-2-1 reps of Air Squats, Plank Shoulder Taps, and Reverse Lunges. Rest 60s after each full round.",,,,,,,,,,,,,,,,,
,,Cool-down (5 mins): Hamstring and lower back stretch.,,,,,,,,,,,,,,,,,
,,BEGINNER ALTERNATIVE (STEP-BY-STEP):,,,,,,,,,,,,,,,,,
,,1. Reduce exercise intensity to 50% effort.,,,,,,,,,,,,,,,,,
,,"2. Perform each movement for 20-30 seconds, taking 30-40 seconds rest between moves.",,,,,,,,,,,,,,,,,
,,"3. Complete 2-3 rounds instead of 4-5, taking full 2-minute rest breaks between rounds.",,,,,,,,,,,,,,,,,
Hill Sprint Power Intervals - Routine #436,Explosive uphill sprinting for leg power and cardio drive. Designed for playground training using dumbbells.,MAIN EXERCISE ROUTINE:,Time-Bound,Sprints & Agility,30.0,1.0,Free,Playground,14.0,75.0,Yes,High-intensity rhythmic movement provides vigorous proprioceptive feedback and heavy work input to regulate the nervous system.,"Proprioceptive, Vestibular, Tactile",Solo / Group,High,"Stamina, Energy, Strength, Focus, Stress Release","Restless, High Energy, Stressed, Lethargic, Seeking Focus",daytime,Movement / Exercise
,,"Warm-up (5 mins): Jog to incline hill, dynamic leg swings.",,,,,,,,,,,,,,,,,
,,Main Workout (20 mins): 8x 30-second max effort uphill sprints. Walk down slowly for 90-second recovery after each sprint.,,,,,,,,,,,,,,,,,
,,Cool-down (5 mins): Slow walk and deep lower body stretches.,,,,,,,,,,,,,,,,,
,,BEGINNER ALTERNATIVE (STEP-BY-STEP):,,,,,,,,,,,,,,,,,
,,1. Reduce exercise intensity to 50% effort.,,,,,,,,,,,,,,,,,
,,"2. Perform each movement for 20-30 seconds, taking 30-40 seconds rest between moves.",,,,,,,,,,,,,,,,,
,,"3. Complete 2-3 rounds instead of 4-5, taking full 2-minute rest breaks between rounds.",,,,,,,,,,,,,,,,,
Plyometric Jump Circuit - Routine #437,Explosive lower body jumping and landing mechanics drill. Designed for playground training using dumbbells.,MAIN EXERCISE ROUTINE:,Time-Bound,HIIT & Explosive Power,30.0,1.0,Free,Playground,14.0,75.0,Yes,High-intensity rhythmic movement provides vigorous proprioceptive feedback and heavy work input to regulate the nervous system.,"Proprioceptive, Vestibular, Tactile",Solo / Group,High,"Stamina, Energy, Strength, Focus, Stress Release","Restless, High Energy, Stressed, Lethargic, Seeking Focus",daytime,Movement / Exercise
,,"Warm-up (5 mins): Dynamic calf hops, leg swings, arm circles.",,,,,,,,,,,,,,,,,
,,"Main Workout (20 mins): 4 rounds of Broad Jumps (45s), Skater Hops (45s), Squat Jumps (45s), Lateral Line Bounces (45s). Rest 60s after each round.",,,,,,,,,,,,,,,,,
,,Cool-down (5 mins): Deep quad and hamstring stretches.,,,,,,,,,,,,,,,,,
,,BEGINNER ALTERNATIVE (STEP-BY-STEP):,,,,,,,,,,,,,,,,,
,,1. Reduce exercise intensity to 50% effort.,,,,,,,,,,,,,,,,,
,,"2. Perform each movement for 20-30 seconds, taking 30-40 seconds rest between moves.",,,,,,,,,,,,,,,,,
,,"3. Complete 2-3 rounds instead of 4-5, taking full 2-minute rest breaks between rounds.",,,,,,,,,,,,,,,,,
Kettlebell Outdoor Flow - Routine #438,Continuous kinetic chain strength and conditioning circuit. Designed for playground training using resistance band.,MAIN EXERCISE ROUTINE:,Time-Bound,Weighted & Resistance,30.0,1.0,Free,Playground,14.0,75.0,Yes,High-intensity rhythmic movement provides vigorous proprioceptive feedback and heavy work input to regulate the nervous system.,"Proprioceptive, Vestibular, Tactile",Solo / Group,High,"Stamina, Energy, Strength, Focus, Stress Release","Restless, High Energy, Stressed, Lethargic, Seeking Focus",daytime,Movement / Exercise
,,"Warm-up (5 mins): Dynamic hip halos, arm swings, bodyweight squats.",,,,,,,,,,,,,,,,,
,,"Main Workout (20 mins): 5 rounds of Kettlebell Swings (15 reps), Goblet Squats (12 reps), Single-arm Rows (10 reps/side). Rest 60s.",,,,,,,,,,,,,,,,,
,,Cool-down (5 mins): Full spine and hamstring stretches.,,,,,,,,,,,,,,,,,
,,BEGINNER ALTERNATIVE (STEP-BY-STEP):,,,,,,,,,,,,,,,,,
,,1. Reduce exercise intensity to 50% effort.,,,,,,,,,,,,,,,,,
,,"2. Perform each movement for 20-30 seconds, taking 30-40 seconds rest between moves.",,,,,,,,,,,,,,,,,
,,"3. Complete 2-3 rounds instead of 4-5, taking full 2-minute rest breaks between rounds.",,,,,,,,,,,,,,,,,
Resistance Band Park Loop - Routine #439,Anchored resistance loop training for full body tension. Designed for home/living room training using bodyweight.,MAIN EXERCISE ROUTINE:,Time-Bound,Band Workouts,30.0,1.0,Free,Home/Living Room,14.0,75.0,Yes,High-intensity rhythmic movement provides vigorous proprioceptive feedback and heavy work input to regulate the nervous system.,"Proprioceptive, Vestibular, Tactile",Solo / Group,High,"Stamina, Energy, Strength, Focus, Stress Release","Restless, High Energy, Stressed, Lethargic, Seeking Focus",daytime,Movement / Exercise
,,Setup: Anchor heavy band around sturdy tree or post.,,,,,,,,,,,,,,,,,
,,"Warm-up (5 mins): Banded lateral walks, shoulder dislocations.",,,,,,,,,,,,,,,,,
,,"Main Workout (20 mins): 4 rounds of Banded Chest Presses (15 reps), Banded Rows (15 reps), Banded Woodchoppers (12 reps/side). Rest 45s.",,,,,,,,,,,,,,,,,
,,Cool-down (5 mins): Upper body static stretches.,,,,,,,,,,,,,,,,,
,,BEGINNER ALTERNATIVE (STEP-BY-STEP):,,,,,,,,,,,,,,,,,
,,1. Reduce exercise intensity to 50% effort.,,,,,,,,,,,,,,,,,
,,"2. Perform each movement for 20-30 seconds, taking 30-40 seconds rest between moves.",,,,,,,,,,,,,,,,,
,,"3. Complete 2-3 rounds instead of 4-5, taking full 2-minute rest breaks between rounds.",,,,,,,,,,,,,,,,,
Functional Animal Flow Routine - Routine #440,Quadrupedal ground movement for spatial awareness and agility. Designed for home/living room training using jump rope.,MAIN EXERCISE ROUTINE:,Time-Bound,Pilates & Mobility,30.0,1.0,Free,Home/Living Room,14.0,75.0,Yes,High-intensity rhythmic movement provides vigorous proprioceptive feedback and heavy work input to regulate the nervous system.,"Proprioceptive, Vestibular, Tactile",Solo / Group,High,"Stamina, Energy, Strength, Focus, Stress Release","Restless, High Energy, Stressed, Lethargic, Seeking Focus",daytime,Movement / Exercise
,,"Warm-up (5 mins): Wrist rolls, ankle flexes, cat-cow flow.",,,,,,,,,,,,,,,,,
,,"Main Workout (20 mins): 4 rounds of Bear Crawls (45s), Crab Walks (45s), Kick-Throughs (45s), Frogger Hops (45s). Rest 60s.",,,,,,,,,,,,,,,,,
,,Cool-down (5 mins): Deep hip and wrist stretch.,,,,,,,,,,,,,,,,,
,,BEGINNER ALTERNATIVE (STEP-BY-STEP):,,,,,,,,,,,,,,,,,
,,1. Reduce exercise intensity to 50% effort.,,,,,,,,,,,,,,,,,
,,"2. Perform each movement for 20-30 seconds, taking 30-40 seconds rest between moves.",,,,,,,,,,,,,,,,,
,,"3. Complete 2-3 rounds instead of 4-5, taking full 2-minute rest breaks between rounds.",,,,,,,,,,,,,,,,,
Bodyweight Core & Squat Pyramid - Routine #441,Progressive bodyweight volume pyramid targeting legs and core. Designed for trail/path training using dumbbells.,MAIN EXERCISE ROUTINE:,Time-Bound,Calisthenics & Strength,30.0,1.0,Free,Trail/Path,14.0,75.0,Yes,High-intensity rhythmic movement provides vigorous proprioceptive feedback and heavy work input to regulate the nervous system.,"Proprioceptive, Vestibular, Tactile",Solo / Group,High,"Stamina, Energy, Strength, Focus, Stress Release","Restless, High Energy, Stressed, Lethargic, Seeking Focus",daytime,Movement / Exercise
