activity_id,activity_title,instruction,activity_type,category,subcategory,duration,difficulty,cost,location,age_range,neurodivergent_friendly,neurodivergent_notes,sensory_tags,social_type,energy_level,outcome_tag,mood_match
ACT-000590,Practice mindfulness on a local nature trail,"Find a local nature trail and walk in silence, focusing on your breath and the sounds of nature around you.",Time-Bound,Manual Crafting,"Knitting, Woodworking",60 min,Tier-1,Free,Outdoor,12 to 80,Yes,"Gentle sensory experience, promotes calmness, allows for personal pacing","['Sound', 'Sight', 'Movement']",Solo,Low,['Calming'],"['Peaceful', 'Anxiety', 'Overwhelmed']"
ACT-000591,Compete in a friendly game of chess or checkers,"Set up a chess or checkers board and take turns making moves, focusing on strategy and enjoying the friendly competition.",Micro,Micro-Movement,"Stretching, Yoga",10 min,Tier-1,Free,Outdoor,8 to 80,Yes,"Structured turns, clear rules, and social interaction can be comforting and engaging.","['Sight', 'Touch']",Group 2-10,Low,['Social Connection'],"['Happy', 'Neutral', 'Good', 'Excited']"
ACT-000592,Make a simple wooden picture frame and decorate it with natural materials,"Cut four pieces of wood to your desired frame size, sand the edges smooth, and glue them together. Once dry, decorate the frame with leaves, flowers, or twigs using glue.",Time-Bound,Creative Arts,Nature Crafts,60 min,Tier-2,Low,Indoor,10 to 70,Partial,"Hands-on activity with visual and tactile elements, can be done at one's own pace.","['Touch', 'Sight']",Solo,Medium,['Calming'],"['Happy', 'Excited', 'Good']"
ACT-000593,Perform shoulder shrugs while standing,"Stand tall with your feet shoulder-width apart, lift your shoulders towards your ears, hold for a moment, then release them down. Repeat this 10 times to relieve tension in your neck.",Micro,Nature & Outdoors,"Hiking, Nature Walks",10 min,Tier-1,Free,Indoor,10 to 90,Yes,"Simple and quick to do, can be done anywhere, helps with physical tension release","['Movement', 'Touch']",Solo,Low,['Calming'],"['Peaceful', 'Anxiety', 'Neutral']"
ACT-000594,Experiment with a new yoga pose,"Choose a yoga pose you haven't tried before, such as crow pose or pigeon pose, and practice it for 5-10 breaths, focusing on your alignment and breath.",Time-Bound,Puzzle & Logic,"Puzzles, Brain Games",20 min,Tier-2,Free,Indoor,14 to 70,Partial,"Can be challenging to focus on new poses, but offers a calming effect and encourages body awareness.","['Movement', 'Touch']",Solo,Medium,['Calming'],"['Happy', 'Neutral', 'Peaceful', 'Anxiety']"
ACT-000595,Prepare a classic stew using ingredients already in your pantry,"Gather ingredients like vegetables, beans, or meat from your pantry, chop them up, and simmer in a pot with water or broth for about 30-40 minutes until everything is tender and flavors meld together.",Time-Bound,Manual Crafting,"Knitting, Woodworking",60 min,Tier-1,Free,Indoor,12 to 100,Yes,"Flexible timing, sensory-rich experience with smells and textures, repetitive actions can be soothing","['Touch', 'Smell']",Optional Group,Medium,['Calming'],"['Happy', 'Good', 'Peaceful', 'Neutral']"
ACT-000596,Host a scavenger hunt in a nearby park,"Create a list of natural items to find, like a pine cone, a feather, or a smooth stone. Gather friends or family and explore the park together to discover these treasures.",Time-Bound,Micro-Movement,"Stretching, Yoga",60 min,Tier-1,Free,Outdoor,5 to 100,Yes,"Flexible pace, encourages exploration, social interaction can be adjusted to comfort levels","['Touch', 'Sight']",Group 2-10,Medium,['Social Connection'],"['Happy', 'Excited', 'Good', 'Neutral']"
ACT-000597,Complete a series of math puzzles to enhance your numerical skills,"Find a collection of math puzzles online or in a book, set a timer for 20 minutes, and solve as many as you can, focusing on your thought process and enjoyment.",Time-Bound,Baking & Cooking,"Baking, Cooking",20 min,Tier-2,Free,Outdoor,10 to 60,Partial,"Puzzles can be adjusted for difficulty, allowing for a personalized experience.","['Sight', 'Touch']",Solo,Medium,['Focus'],"['Neutral', 'Good', 'Excited']"
ACT-000598,Assemble a quilt using old fabric scraps,"Gather old fabric scraps and cut them into squares or rectangles. Arrange them in a pleasing pattern, then sew them together to create a quilt top. Add batting and a backing fabric, then quilt through all layers to finish.",Long-Term,Nature & Outdoors,"Hiking, Nature Walks",Multi-day,Tier-2,Low,Indoor,10 to 100,Partial,"Creative expression through tactile engagement, can be done at your own pace.","['Touch', 'Sight']",Optional Group,Medium,['Calming'],"['Happy', 'Peaceful', 'Neutral']"
ACT-000599,Perform gentle neck rolls,"Sit or stand comfortably, drop your chin to your chest, then slowly roll your head to the right, bringing your ear to your shoulder, and continue the circle back to the left. Repeat this motion 5 times in each direction.",Micro,Micro-Movement,"Stretching, Yoga",10 min,Tier-1,Free,Indoor,10 to 100,Yes,"Gentle movement, easy to follow, can be done anywhere, helps release tension","['Touch', 'Movement']",Solo,Low,['Calming'],"['Peaceful', 'Anxiety', 'Overwhelmed']"
ACT-000600,Engage in a mid-morning sun salutation routine,"Sun salutations are a flowing sequence of yoga poses done in rhythm with your breath. Start standing, raise your arms overhead, fold forward, step back into a plank, and flow through to a gentle backbend — repeat 5 times, focusing on your breath and movement.",Time-Bound,Baking & Cooking,"Baking, Cooking",20 min,Tier-1,Free,Indoor,14 to 70,Partial,"Gentle movement, focus on breath can help with grounding, adaptable pace","['Movement', 'Sound']",Solo,Medium,['Calming'],"['Peaceful', 'Good', 'Neutral']"
ACT-000601,Bake a traditional loaf of sourdough bread,"Mix 500g of bread flour, 350ml of water, and 100g of your homemade sourdough starter. Knead for 10 minutes, let it rise for 4-6 hours, shape it, and let it rise again for 1-2 hours before baking at 220C for 30-35 minutes.",Long-Term,Nature & Outdoors,"Hiking, Nature Walks",Multi-day,Tier-2,Low,Indoor,12 to 80,Partial,"Involves repetitive motions and sensory engagement, but may require patience during rising times.","['Touch', 'Smell']",Optional Group,Medium,['Calming'],"['Happy', 'Good', 'Peaceful', 'Excited']"
ACT-000602,"Plan and cook a complete vegetarian meal using local, seasonal produce","Visit your local farmers market or grocery store to gather seasonal vegetables. Choose 3-5 vegetables, then prepare a simple dish by chopping, sautéing, or roasting them with olive oil, salt, and herbs. Enjoy your fresh meal.",Time-Bound,Gardening,"Plant Care, Vegetable Growing",60 min,Tier-2,Low,Indoor,12 to 80,Partial,"Clear steps, sensory engagement with food, can be done at own pace","['Touch', 'Sight', 'Smell']",Optional Group,Medium,['Calming'],"['Happy', 'Excited', 'Good']"
ACT-000603,Take a spontaneous nature walk and identify tree species,"Head to a nearby park and take a leisurely walk, looking for five different tree species. Focus on their leaves to help identify them.",Time-Bound,Creative Arts,"Drawing, Painting",60 min,Tier-1,Free,Outdoor,10 to 80,Yes,"Flexible pace, engaging with nature, opportunity for quiet observation","['Sight', 'Movement']",Solo,Medium,['Calming'],"['Peaceful', 'Good', 'Neutral']"
ACT-000604,Start a windowsill herb garden,"Gather small pots or recycled containers, fill them with potting soil, and plant seeds of basil, mint, and chives about 1/4 inch deep. Water gently and place them on your windowsill to soak up the sun.",Long-Term,Micro-Movement,"Stretching, Yoga",Multi-day,Tier-1,Low,Indoor,10 to 100,Yes,"Simple, repetitive tasks with visual rewards, low pressure, and a calming environment","['Touch', 'Sight', 'Smell']",Solo,Low,['Calming'],"['Peaceful', 'Good', 'Neutral']"
ACT-000605,"Draw a detailed, life-like sketch of your favorite fruit","Gather colored pencils and a sketchbook, then take your time to observe your favorite fruit closely and draw it with attention to detail, capturing its colors and textures.",Time-Bound,Baking & Cooking,"Baking, Cooking",40 min,Tier-2,Free,Indoor,10 to 100,Yes,"Encourages focus and creativity, flexible pace, and sensory engagement with colors and textures.","['Touch', 'Sight']",Solo,Low,"['Calming', 'Focus']","['Peaceful', 'Neutral', 'Boredom']"
ACT-000606,Paint a landscape scene on a large canvas using watercolors,"Find a nearby park or natural setting that inspires you. Set up a large canvas and use watercolors to paint the landscape, letting your creativity flow as you capture the scene.",Time-Bound,Nature & Outdoors,"Hiking, Nature Walks",60 min,Tier-2,Low,Outdoor,10 to 100,Partial,"Gentle sensory experience with visual stimulation, may require focus and adaptability to changing outdoor conditions","['Sight', 'Touch']",Solo,Medium,['Calming'],"['Happy', 'Peaceful', 'Neutral']"
ACT-000607,Create a personalized stretching routine,"Choose 3-5 exercises for your ankles, wrists, and shoulders. For example, roll your wrists in circles for 1 minute, stretch your arms overhead for 30 seconds, and rotate your ankles for 1 minute. Repeat this routine daily.",Micro,Gardening,"Plant Care, Vegetable Growing",10 min,Tier-1,Free,Indoor,10 to 100,Yes,"Simple, repetitive movements that can be done at your own pace, promoting body awareness and relaxation.","['Movement', 'Touch']",Solo,Low,['Calming'],"['Peaceful', 'Neutral', 'Good', 'Boredom']"
ACT-000608,Practice a 30-minute yin yoga session,"Find a quiet space, roll out your mat, and hold each pose for 3-5 minutes while focusing on deep breathing to release tension in your deep tissues.",Time-Bound,Creative Arts,"Drawing, Painting",40 min,Tier-2,Free,Indoor,14 to 80,Yes,"Gentle pacing, predictable structure, calming environment, focus on breath and body awareness","['Touch', 'Movement']",Solo,Low,['Calming'],"['Peaceful', 'Anxiety', 'Overwhelmed']"
ACT-000609,Make homemade pasta from scratch,"Mix 2 cups of flour with 3 large eggs and a pinch of salt until a dough forms. Knead for 10 minutes, then roll out and cut into your favorite shapes.",Time-Bound,Micro-Movement,"Stretching, Yoga",60 min,Tier-2,Low,Indoor,12 to 80,Partial,"Hands-on activity with tactile engagement, can be done at your own pace, repetitive motions can be soothing.","['Touch', 'Sight']",Optional Group,Medium,['Calming'],"['Happy', 'Excited', 'Good']"
ACT-000610,Host a family cook-off,Choose a fun theme and compete with family members to create the best dish using only your hands and ingredients — no electronic devices allowed.,Time-Bound,Baking & Cooking,"Baking, Cooking",3 hrs,Tier-2,Low,Indoor,8 to 80,Partial,"Encourages creativity and teamwork, but may require clear communication and structure.","['Touch', 'Smell', 'Sight']",Group 2-10,Medium,['Social Connection'],"['Happy', 'Excited', 'Good', 'Neutral']"
ACT-000611,Hike a local trail with a picnic,"Find a local trail with moderate elevation, pack a small picnic with sandwiches, fruit, and water, and enjoy your meal at the summit while taking in the views.",Time-Bound,Nature & Outdoors,"Hiking, Nature Walks",3 hrs,Tier-2,Free,Outdoor,12 to 70,Partial,"Nature provides a calming environment, but elevation may be challenging for some.","['Sight', 'Sound', 'Movement']",Optional Group,High,['Energising'],"['Happy', 'Excited', 'Peaceful']"
ACT-000612,Create a compost pile with fallen leaves,"Collect fallen leaves from your yard and pile them in a designated spot to create a compost pile, mixing in some soil to help the decomposition process.",Long-Term,Gardening,"Plant Care, Vegetable Growing",Multi-day,Tier-1,Free,Outdoor,5 to 100,Yes,"Engaging with nature, repetitive motions, and sensory-rich experience can be soothing.","['Touch', 'Sight', 'Smell']",Optional Group,Medium,['Calming'],"['Happy', 'Peaceful', 'Good']"
ACT-000613,Sketch a portrait of your pet or favorite animal,"Gather charcoal or graphite pencils and paper, then observe your pet or a favorite animal and sketch their features, focusing on details like fur texture and expressions.",Time-Bound,Creative Arts,"Drawing, Painting",40 min,Tier-2,Low,Indoor,10 to 80,Partial,"Encourages focus and creativity, can be done at your own pace, may require breaks to avoid frustration","['Touch', 'Sight']",Solo,Low,['Calming'],"['Happy', 'Peaceful', 'Neutral']"
ACT-000614,Paint a still life of assorted vegetables using natural dyes,"Gather assorted vegetables like beets, spinach, and turmeric to create natural dyes. Use these to paint a still life, focusing on the varying shades and textures of the vegetables.",Time-Bound,Micro-Movement,"Stretching, Yoga",60 min,Tier-2,Low,Indoor,10 to 80,Yes,Engaging sensory experience with predictable steps and creative expression,"['Touch', 'Sight']",Solo,Medium,['Calming'],"['Peaceful', 'Neutral', 'Good']"
ACT-000615,Perform calf raises and toe taps every hour,"Every hour, stand up and do 10 calf raises by lifting your heels off the ground, then switch to 10 toe taps by tapping your toes on the ground. Repeat this cycle to increase circulation.",Micro,Baking & Cooking,"Baking, Cooking",10 min,Tier-1,Free,Outdoor,10 to 90,Yes,"Simple movements that can be done anywhere, helps break up long sitting periods, promotes body awareness",['Movement'],Solo,Medium,['Energising'],"['Good', 'Neutral', 'Boredom', 'Anxiety']"
ACT-000616,Create an energetic vinyasa flow to invigorate your morning,"Begin in mountain pose, then flow through sun salutations, incorporating tree pose for balance. Repeat the sequence for 15-20 minutes, focusing on your breath and movement.",Time-Bound,Nature & Outdoors,"Hiking, Nature Walks",40 min,Tier-2,Free,Outdoor,14 to 70,Partial,"The flow can be adjusted to individual comfort levels, allowing for personal pacing and focus.","['Movement', 'Sight']",Solo,High,['Energising'],"['Happy', 'Excited', 'Good', 'Neutral']"
ACT-000617,Host a backyard pizza-making night,"Make pizza dough by mixing 2 cups of flour, 1 packet of yeast, 1 teaspoon of salt, and 3/4 cup of warm water. Knead for 5 minutes, then let it rise for 30 minutes. Top with fresh herbs from your garden and bake at 475 degrees Fahrenheit for 10-15 minutes.",Time-Bound,Gardening,"Plant Care, Vegetable Growing",3 hrs,Tier-2,Low,Outdoor,10 to 60,Partial,,"['Touch', 'Smell', 'Sight']",Group 2-10,Medium,['Social Connection'],"['Happy', 'Excited', 'Good']"
